client_id,client_size,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7
15,13,0,2,2,0,0,3,6,0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.23076923076923078,0.46153846153846156,0.0
16,12,0,3,6,0,0,3,0,0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0
17,13,0,3,4,0,0,0,3,3,0.0,0.23076923076923078,0.3076923076923077,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078
18,14,0,4,3,0,0,0,4,3,0.0,0.2857142857142857,0.21428571428571427,0.0,0.0,0.0,0.2857142857142857,0.21428571428571427
19,21,0,17,0,0,0,1,3,0,0.0,0.8095238095238095,0.0,0.0,0.0,0.047619047619047616,0.14285714285714285,0.0
20,38,2,31,0,0,0,5,0,0,0.05263157894736842,0.8157894736842105,0.0,0.0,0.0,0.13157894736842105,0.0,0.0
21,14,0,0,7,0,1,6,0,0,0.0,0.0,0.5,0.0,0.07142857142857142,0.42857142857142855,0.0,0.0
22,29,8,9,4,0,0,1,7,0,0.27586206896551724,0.3103448275862069,0.13793103448275862,0.0,0.0,0.034482758620689655,0.2413793103448276,0.0
23,32,0,4,0,3,0,8,6,11,0.0,0.125,0.0,0.09375,0.0,0.25,0.1875,0.34375
24,24,0,1,19,2,0,0,2,0,0.0,0.041666666666666664,0.7916666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
25,17,0,0,12,0,1,0,4,0,0.0,0.0,0.7058823529411765,0.0,0.058823529411764705,0.0,0.23529411764705882,0.0
26,12,0,1,0,4,0,2,1,4,0.0,0.08333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.3333333333333333
27,29,6,0,1,11,0,1,10,0,0.20689655172413793,0.0,0.034482758620689655,0.3793103448275862,0.0,0.034482758620689655,0.3448275862068966,0.0
28,19,0,0,1,0,7,0,0,11,0.0,0.0,0.05263157894736842,0.0,0.3684210526315789,0.0,0.0,0.5789473684210527
29,24,4,5,1,0,0,5,1,8,0.16666666666666666,0.20833333333333334,0.041666666666666664,0.0,0.0,0.20833333333333334,0.041666666666666664,0.3333333333333333
30,15,7,4,2,0,0,0,2,0,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0
31,12,2,1,0,0,0,0,8,1,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333
32,13,5,0,8,0,0,0,0,0,0.38461538461538464,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0
33,47,9,0,15,11,0,9,3,0,0.19148936170212766,0.0,0.3191489361702128,0.23404255319148937,0.0,0.19148936170212766,0.06382978723404255,0.0
34,12,0,0,0,4,2,5,0,1,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333
35,14,2,0,0,5,2,0,0,5,0.14285714285714285,0.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0.0,0.35714285714285715
36,17,8,1,1,5,0,2,0,0,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.0,0.11764705882352941,0.0,0.0
37,21,0,2,1,0,13,1,3,1,0.0,0.09523809523809523,0.047619047619047616,0.0,0.6190476190476191,0.047619047619047616,0.14285714285714285,0.047619047619047616
38,33,5,11,0,8,0,4,5,0,0.15151515151515152,0.3333333333333333,0.0,0.24242424242424243,0.0,0.12121212121212122,0.15151515151515152,0.0
39,12,0,1,11,0,0,0,0,0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
40,19,6,1,1,0,2,0,0,9,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0,0.47368421052631576
41,13,0,10,1,0,0,2,0,0,0.0,0.7692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0
42,13,0,0,0,0,9,3,0,1,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923078,0.0,0.07692307692307693
43,14,6,1,7,0,0,0,0,0,0.42857142857142855,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0
44,14,2,1,4,0,0,4,0,3,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.21428571428571427
45,12,4,0,2,0,0,0,2,4,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
46,54,6,13,11,0,0,0,24,0,0.1111111111111111,0.24074074074074073,0.2037037037037037,0.0,0.0,0.0,0.4444444444444444,0.0
47,13,4,6,3,0,0,0,0,0,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
48,33,0,2,18,0,0,5,0,8,0.0,0.06060606060606061,0.5454545454545454,0.0,0.0,0.15151515151515152,0.0,0.24242424242424243
49,18,0,0,2,0,8,1,5,2,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.05555555555555555,0.2777777777777778,0.1111111111111111
