client_id,client_size,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7
39,70,0,17,0,9,0,0,32,12,0.0,0.24285714285714285,0.0,0.12857142857142856,0.0,0.0,0.45714285714285713,0.17142857142857143
40,154,0,52,9,0,6,56,0,31,0.0,0.33766233766233766,0.05844155844155844,0.0,0.03896103896103896,0.36363636363636365,0.0,0.2012987012987013
41,74,0,3,0,40,6,0,2,23,0.0,0.04054054054054054,0.0,0.5405405405405406,0.08108108108108109,0.0,0.02702702702702703,0.3108108108108108
42,75,21,5,0,21,0,0,19,9,0.28,0.06666666666666667,0.0,0.28,0.0,0.0,0.25333333333333335,0.12
43,98,0,7,0,81,0,0,1,9,0.0,0.07142857142857142,0.0,0.826530612244898,0.0,0.0,0.01020408163265306,0.09183673469387756
44,82,7,0,0,33,34,0,3,5,0.08536585365853659,0.0,0.0,0.4024390243902439,0.4146341463414634,0.0,0.036585365853658534,0.06097560975609756
45,72,0,12,22,10,6,16,4,2,0.0,0.16666666666666666,0.3055555555555556,0.1388888888888889,0.08333333333333333,0.2222222222222222,0.05555555555555555,0.027777777777777776
46,337,94,24,106,45,0,19,41,8,0.2789317507418398,0.0712166172106825,0.314540059347181,0.13353115727002968,0.0,0.05637982195845697,0.12166172106824925,0.02373887240356083
47,80,0,2,0,4,0,25,45,4,0.0,0.025,0.0,0.05,0.0,0.3125,0.5625,0.05
48,195,76,35,0,6,33,0,4,41,0.38974358974358975,0.1794871794871795,0.0,0.03076923076923077,0.16923076923076924,0.0,0.020512820512820513,0.21025641025641026
49,97,0,0,21,2,43,13,11,7,0.0,0.0,0.21649484536082475,0.020618556701030927,0.44329896907216493,0.13402061855670103,0.1134020618556701,0.07216494845360824
50,71,3,0,23,3,6,0,2,34,0.04225352112676056,0.0,0.323943661971831,0.04225352112676056,0.08450704225352113,0.0,0.028169014084507043,0.4788732394366197
51,82,0,3,0,15,31,14,15,4,0.0,0.036585365853658534,0.0,0.18292682926829268,0.3780487804878049,0.17073170731707318,0.18292682926829268,0.04878048780487805
52,74,0,17,14,17,0,0,18,8,0.0,0.22972972972972974,0.1891891891891892,0.22972972972972974,0.0,0.0,0.24324324324324326,0.10810810810810811
53,172,56,2,27,15,0,0,49,23,0.32558139534883723,0.011627906976744186,0.1569767441860465,0.0872093023255814,0.0,0.0,0.28488372093023256,0.13372093023255813
54,130,0,59,9,4,0,15,41,2,0.0,0.45384615384615384,0.06923076923076923,0.03076923076923077,0.0,0.11538461538461539,0.3153846153846154,0.015384615384615385
55,71,0,22,0,18,0,0,23,8,0.0,0.30985915492957744,0.0,0.2535211267605634,0.0,0.0,0.323943661971831,0.11267605633802817
56,70,7,5,14,4,0,30,7,3,0.1,0.07142857142857142,0.2,0.05714285714285714,0.0,0.42857142857142855,0.1,0.04285714285714286
57,86,19,7,0,14,0,0,8,38,0.22093023255813954,0.08139534883720931,0.0,0.16279069767441862,0.0,0.0,0.09302325581395349,0.4418604651162791
58,73,21,3,0,10,0,0,6,33,0.2876712328767123,0.0410958904109589,0.0,0.136986301369863,0.0,0.0,0.0821917808219178,0.4520547945205479
59,75,0,3,29,13,19,0,6,5,0.0,0.04,0.38666666666666666,0.17333333333333334,0.25333333333333335,0.0,0.08,0.06666666666666667
60,127,16,11,0,2,17,74,5,2,0.12598425196850394,0.08661417322834646,0.0,0.015748031496062992,0.13385826771653545,0.5826771653543307,0.03937007874015748,0.015748031496062992
61,523,0,126,0,308,0,60,18,11,0.0,0.24091778202676864,0.0,0.5889101338432122,0.0,0.1147227533460803,0.03441682600382409,0.021032504780114723
62,180,0,23,0,37,42,47,10,21,0.0,0.12777777777777777,0.0,0.20555555555555555,0.23333333333333334,0.2611111111111111,0.05555555555555555,0.11666666666666667
63,99,0,5,0,41,0,0,23,30,0.0,0.050505050505050504,0.0,0.41414141414141414,0.0,0.0,0.23232323232323232,0.30303030303030304
64,376,146,21,62,19,87,0,6,35,0.3882978723404255,0.05585106382978723,0.16489361702127658,0.05053191489361702,0.23138297872340424,0.0,0.015957446808510637,0.09308510638297872
65,97,0,6,8,6,44,0,8,25,0.0,0.061855670103092786,0.08247422680412371,0.061855670103092786,0.4536082474226804,0.0,0.08247422680412371,0.25773195876288657
66,89,10,3,0,40,19,9,4,4,0.11235955056179775,0.033707865168539325,0.0,0.449438202247191,0.21348314606741572,0.10112359550561797,0.0449438202247191,0.0449438202247191
67,225,31,66,14,3,77,0,17,17,0.13777777777777778,0.29333333333333333,0.06222222222222222,0.013333333333333334,0.3422222222222222,0.0,0.07555555555555556,0.07555555555555556
68,74,0,0,0,33,0,0,29,12,0.0,0.0,0.0,0.44594594594594594,0.0,0.0,0.3918918918918919,0.16216216216216217
69,74,0,0,28,18,0,14,12,2,0.0,0.0,0.3783783783783784,0.24324324324324326,0.0,0.1891891891891892,0.16216216216216217,0.02702702702702703
70,79,0,29,7,6,0,0,20,17,0.0,0.3670886075949367,0.08860759493670886,0.0759493670886076,0.0,0.0,0.25316455696202533,0.21518987341772153
71,150,45,0,81,0,7,0,9,8,0.3,0.0,0.54,0.0,0.04666666666666667,0.0,0.06,0.05333333333333334
72,72,0,20,0,27,0,0,20,5,0.0,0.2777777777777778,0.0,0.375,0.0,0.0,0.2777777777777778,0.06944444444444445
73,75,0,6,19,3,0,18,16,13,0.0,0.08,0.25333333333333335,0.04,0.0,0.24,0.21333333333333335,0.17333333333333334
74,107,0,41,0,6,0,0,25,35,0.0,0.38317757009345793,0.0,0.056074766355140186,0.0,0.0,0.2336448598130841,0.32710280373831774
75,229,0,61,75,57,0,6,29,1,0.0,0.2663755458515284,0.32751091703056767,0.24890829694323144,0.0,0.026200873362445413,0.12663755458515283,0.004366812227074236
76,90,0,21,11,13,37,0,5,3,0.0,0.23333333333333334,0.12222222222222222,0.14444444444444443,0.4111111111111111,0.0,0.05555555555555555,0.03333333333333333
77,78,0,42,0,11,0,0,2,23,0.0,0.5384615384615384,0.0,0.14102564102564102,0.0,0.0,0.02564102564102564,0.2948717948717949
78,76,0,30,1,4,0,8,31,2,0.0,0.39473684210526316,0.013157894736842105,0.05263157894736842,0.0,0.10526315789473684,0.40789473684210525,0.02631578947368421
79,71,0,20,11,10,12,0,2,16,0.0,0.28169014084507044,0.15492957746478872,0.14084507042253522,0.16901408450704225,0.0,0.028169014084507043,0.22535211267605634
80,99,0,35,35,7,9,0,1,12,0.0,0.35353535353535354,0.35353535353535354,0.0707070707070707,0.09090909090909091,0.0,0.010101010101010102,0.12121212121212122
81,295,45,10,63,31,0,44,79,23,0.15254237288135594,0.03389830508474576,0.2135593220338983,0.10508474576271186,0.0,0.14915254237288136,0.2677966101694915,0.07796610169491526
82,112,6,8,17,0,12,0,34,35,0.05357142857142857,0.07142857142857142,0.15178571428571427,0.0,0.10714285714285714,0.0,0.30357142857142855,0.3125
83,186,0,6,60,23,0,0,43,54,0.0,0.03225806451612903,0.3225806451612903,0.12365591397849462,0.0,0.0,0.23118279569892472,0.2903225806451613
84,178,47,11,34,18,18,0,7,43,0.2640449438202247,0.06179775280898876,0.19101123595505617,0.10112359550561797,0.10112359550561797,0.0,0.03932584269662921,0.24157303370786518
85,383,0,112,0,29,0,37,185,20,0.0,0.2924281984334204,0.0,0.07571801566579635,0.0,0.09660574412532637,0.4830287206266319,0.05221932114882506
86,72,0,34,0,2,0,8,24,4,0.0,0.4722222222222222,0.0,0.027777777777777776,0.0,0.1111111111111111,0.3333333333333333,0.05555555555555555
87,73,33,2,0,21,0,0,9,8,0.4520547945205479,0.0273972602739726,0.0,0.2876712328767123,0.0,0.0,0.1232876712328767,0.1095890410958904
88,137,0,24,16,12,0,23,60,2,0.0,0.17518248175182483,0.11678832116788321,0.08759124087591241,0.0,0.1678832116788321,0.43795620437956206,0.014598540145985401
89,75,24,0,39,1,0,8,3,0,0.32,0.0,0.52,0.013333333333333334,0.0,0.10666666666666667,0.04,0.0
90,182,0,10,58,1,33,62,9,9,0.0,0.054945054945054944,0.31868131868131866,0.005494505494505495,0.1813186813186813,0.34065934065934067,0.04945054945054945,0.04945054945054945
91,70,27,7,0,11,0,10,12,3,0.38571428571428573,0.1,0.0,0.15714285714285714,0.0,0.14285714285714285,0.17142857142857143,0.04285714285714286
92,75,0,11,18,7,21,0,2,16,0.0,0.14666666666666667,0.24,0.09333333333333334,0.28,0.0,0.02666666666666667,0.21333333333333335
93,71,0,0,0,18,0,18,24,11,0.0,0.0,0.0,0.2535211267605634,0.0,0.2535211267605634,0.3380281690140845,0.15492957746478872
94,146,13,8,0,60,23,0,2,40,0.08904109589041095,0.0547945205479452,0.0,0.410958904109589,0.15753424657534246,0.0,0.0136986301369863,0.273972602739726
95,77,0,19,2,1,34,20,0,1,0.0,0.24675324675324675,0.025974025974025976,0.012987012987012988,0.44155844155844154,0.2597402597402597,0.0,0.012987012987012988
96,153,0,17,0,28,0,53,30,25,0.0,0.1111111111111111,0.0,0.1830065359477124,0.0,0.3464052287581699,0.19607843137254902,0.16339869281045752
97,74,0,17,0,22,30,0,1,4,0.0,0.22972972972972974,0.0,0.2972972972972973,0.40540540540540543,0.0,0.013513513513513514,0.05405405405405406
98,393,0,58,22,35,0,23,253,2,0.0,0.1475826972010178,0.05597964376590331,0.089058524173028,0.0,0.058524173027989825,0.6437659033078881,0.005089058524173028
99,81,0,15,0,26,7,0,3,30,0.0,0.18518518518518517,0.0,0.32098765432098764,0.08641975308641975,0.0,0.037037037037037035,0.37037037037037035
