client_id,client_size,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7
39,70,0,0,0,27,27,0,10,6,0.0,0.0,0.0,0.38571428571428573,0.38571428571428573,0.0,0.14285714285714285,0.08571428571428572
40,154,0,12,0,9,69,0,49,15,0.0,0.07792207792207792,0.0,0.05844155844155844,0.44805194805194803,0.0,0.3181818181818182,0.09740259740259741
41,74,0,0,0,0,27,0,20,27,0.0,0.0,0.0,0.0,0.36486486486486486,0.0,0.2702702702702703,0.36486486486486486
42,75,0,3,10,25,0,33,2,2,0.0,0.04,0.13333333333333333,0.3333333333333333,0.0,0.44,0.02666666666666667,0.02666666666666667
43,98,0,5,5,65,0,0,19,4,0.0,0.05102040816326531,0.05102040816326531,0.6632653061224489,0.0,0.0,0.19387755102040816,0.04081632653061224
44,82,0,0,3,60,0,0,18,1,0.0,0.0,0.036585365853658534,0.7317073170731707,0.0,0.0,0.21951219512195122,0.012195121951219513
45,72,10,58,3,0,0,0,1,0,0.1388888888888889,0.8055555555555556,0.041666666666666664,0.0,0.0,0.0,0.013888888888888888,0.0
46,337,7,1,0,17,0,0,282,30,0.020771513353115726,0.002967359050445104,0.0,0.050445103857566766,0.0,0.0,0.8367952522255193,0.08902077151335312
47,80,43,14,4,7,0,0,9,3,0.5375,0.175,0.05,0.0875,0.0,0.0,0.1125,0.0375
48,195,0,141,5,37,0,0,11,1,0.0,0.7230769230769231,0.02564102564102564,0.18974358974358974,0.0,0.0,0.05641025641025641,0.005128205128205128
49,97,0,5,0,13,43,26,0,10,0.0,0.05154639175257732,0.0,0.13402061855670103,0.44329896907216493,0.26804123711340205,0.0,0.10309278350515463
50,71,0,12,0,18,0,0,1,40,0.0,0.16901408450704225,0.0,0.2535211267605634,0.0,0.0,0.014084507042253521,0.5633802816901409
51,82,0,14,0,55,0,0,0,13,0.0,0.17073170731707318,0.0,0.6707317073170732,0.0,0.0,0.0,0.15853658536585366
52,74,11,0,19,4,14,0,25,1,0.14864864864864866,0.0,0.25675675675675674,0.05405405405405406,0.1891891891891892,0.0,0.33783783783783783,0.013513513513513514
53,172,6,146,20,0,0,0,0,0,0.03488372093023256,0.8488372093023255,0.11627906976744186,0.0,0.0,0.0,0.0,0.0
54,130,2,0,31,0,4,91,2,0,0.015384615384615385,0.0,0.23846153846153847,0.0,0.03076923076923077,0.7,0.015384615384615385,0.0
55,71,0,2,0,9,42,0,13,5,0.0,0.028169014084507043,0.0,0.1267605633802817,0.5915492957746479,0.0,0.18309859154929578,0.07042253521126761
56,70,0,13,2,21,0,33,0,1,0.0,0.18571428571428572,0.02857142857142857,0.3,0.0,0.4714285714285714,0.0,0.014285714285714285
57,86,0,6,0,14,57,0,7,2,0.0,0.06976744186046512,0.0,0.16279069767441862,0.6627906976744186,0.0,0.08139534883720931,0.023255813953488372
58,73,17,3,26,4,0,0,9,14,0.2328767123287671,0.0410958904109589,0.3561643835616438,0.0547945205479452,0.0,0.0,0.1232876712328767,0.1917808219178082
59,75,6,0,0,0,8,0,44,17,0.08,0.0,0.0,0.0,0.10666666666666667,0.0,0.5866666666666667,0.22666666666666666
60,127,0,54,9,34,0,0,27,3,0.0,0.4251968503937008,0.07086614173228346,0.2677165354330709,0.0,0.0,0.2125984251968504,0.023622047244094488
61,523,0,163,0,134,0,0,168,58,0.0,0.31166347992351817,0.0,0.25621414913957935,0.0,0.0,0.32122370936902483,0.11089866156787763
62,180,61,23,0,2,0,62,8,24,0.3388888888888889,0.12777777777777777,0.0,0.011111111111111112,0.0,0.34444444444444444,0.044444444444444446,0.13333333333333333
63,99,0,53,4,33,3,0,5,1,0.0,0.5353535353535354,0.04040404040404041,0.3333333333333333,0.030303030303030304,0.0,0.050505050505050504,0.010101010101010102
64,376,95,4,87,22,0,166,2,0,0.2526595744680851,0.010638297872340425,0.23138297872340424,0.05851063829787234,0.0,0.44148936170212766,0.005319148936170213,0.0
65,97,0,21,0,14,0,56,4,2,0.0,0.21649484536082475,0.0,0.14432989690721648,0.0,0.5773195876288659,0.041237113402061855,0.020618556701030927
66,89,20,8,14,0,40,0,7,0,0.2247191011235955,0.0898876404494382,0.15730337078651685,0.0,0.449438202247191,0.0,0.07865168539325842,0.0
67,225,0,26,0,66,0,0,15,118,0.0,0.11555555555555555,0.0,0.29333333333333333,0.0,0.0,0.06666666666666667,0.5244444444444445
68,74,0,1,0,20,30,22,0,1,0.0,0.013513513513513514,0.0,0.2702702702702703,0.40540540540540543,0.2972972972972973,0.0,0.013513513513513514
69,74,0,23,10,39,0,0,0,2,0.0,0.3108108108108108,0.13513513513513514,0.527027027027027,0.0,0.0,0.0,0.02702702702702703
70,79,0,12,0,6,0,0,60,1,0.0,0.1518987341772152,0.0,0.0759493670886076,0.0,0.0,0.759493670886076,0.012658227848101266
71,150,0,0,73,58,0,0,19,0,0.0,0.0,0.4866666666666667,0.38666666666666666,0.0,0.0,0.12666666666666668,0.0
72,72,0,2,0,26,18,22,3,1,0.0,0.027777777777777776,0.0,0.3611111111111111,0.25,0.3055555555555556,0.041666666666666664,0.013888888888888888
73,75,0,8,0,2,25,0,1,39,0.0,0.10666666666666667,0.0,0.02666666666666667,0.3333333333333333,0.0,0.013333333333333334,0.52
74,107,2,3,0,0,17,0,43,42,0.018691588785046728,0.028037383177570093,0.0,0.0,0.1588785046728972,0.0,0.40186915887850466,0.3925233644859813
75,229,0,2,6,9,7,0,202,3,0.0,0.008733624454148471,0.026200873362445413,0.039301310043668124,0.03056768558951965,0.0,0.8820960698689956,0.013100436681222707
76,90,50,3,12,6,0,16,1,2,0.5555555555555556,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.17777777777777778,0.011111111111111112,0.022222222222222223
77,78,0,10,23,13,0,27,2,3,0.0,0.1282051282051282,0.2948717948717949,0.16666666666666666,0.0,0.34615384615384615,0.02564102564102564,0.038461538461538464
78,76,50,4,3,0,14,0,3,2,0.6578947368421053,0.05263157894736842,0.039473684210526314,0.0,0.18421052631578946,0.0,0.039473684210526314,0.02631578947368421
79,71,0,1,0,13,30,0,11,16,0.0,0.014084507042253521,0.0,0.18309859154929578,0.4225352112676056,0.0,0.15492957746478872,0.22535211267605634
80,99,0,3,0,90,0,0,3,3,0.0,0.030303030303030304,0.0,0.9090909090909091,0.0,0.0,0.030303030303030304,0.030303030303030304
81,295,0,0,103,24,10,0,0,158,0.0,0.0,0.34915254237288135,0.08135593220338982,0.03389830508474576,0.0,0.0,0.535593220338983
82,112,0,26,0,54,0,0,25,7,0.0,0.23214285714285715,0.0,0.48214285714285715,0.0,0.0,0.22321428571428573,0.0625
83,186,9,9,7,0,35,0,107,19,0.04838709677419355,0.04838709677419355,0.03763440860215054,0.0,0.1881720430107527,0.0,0.5752688172043011,0.10215053763440861
84,178,4,63,0,0,0,0,97,14,0.02247191011235955,0.3539325842696629,0.0,0.0,0.0,0.0,0.5449438202247191,0.07865168539325842
85,383,0,105,74,99,0,74,4,27,0.0,0.2741514360313316,0.19321148825065274,0.2584856396866841,0.0,0.19321148825065274,0.010443864229765013,0.07049608355091384
86,72,0,23,19,26,0,0,1,3,0.0,0.3194444444444444,0.2638888888888889,0.3611111111111111,0.0,0.0,0.013888888888888888,0.041666666666666664
87,73,0,17,11,45,0,0,0,0,0.0,0.2328767123287671,0.1506849315068493,0.6164383561643836,0.0,0.0,0.0,0.0
88,137,0,5,19,35,0,0,78,0,0.0,0.0364963503649635,0.1386861313868613,0.25547445255474455,0.0,0.0,0.5693430656934306,0.0
89,75,0,0,20,11,25,0,0,19,0.0,0.0,0.26666666666666666,0.14666666666666667,0.3333333333333333,0.0,0.0,0.25333333333333335
90,182,0,1,17,28,15,0,114,7,0.0,0.005494505494505495,0.09340659340659341,0.15384615384615385,0.08241758241758242,0.0,0.6263736263736264,0.038461538461538464
91,70,0,1,6,17,21,0,21,4,0.0,0.014285714285714285,0.08571428571428572,0.24285714285714285,0.3,0.0,0.3,0.05714285714285714
92,75,4,40,0,0,0,0,19,12,0.05333333333333334,0.5333333333333333,0.0,0.0,0.0,0.0,0.25333333333333335,0.16
93,71,0,32,0,15,0,0,24,0,0.0,0.4507042253521127,0.0,0.2112676056338028,0.0,0.0,0.3380281690140845,0.0
94,146,0,5,17,56,0,0,68,0,0.0,0.03424657534246575,0.11643835616438356,0.3835616438356164,0.0,0.0,0.4657534246575342,0.0
95,77,0,29,37,4,0,0,5,2,0.0,0.37662337662337664,0.4805194805194805,0.05194805194805195,0.0,0.0,0.06493506493506493,0.025974025974025976
96,153,7,8,0,1,0,0,84,53,0.0457516339869281,0.05228758169934641,0.0,0.006535947712418301,0.0,0.0,0.5490196078431373,0.3464052287581699
97,74,0,1,6,42,0,0,21,4,0.0,0.013513513513513514,0.08108108108108109,0.5675675675675675,0.0,0.0,0.28378378378378377,0.05405405405405406
98,393,32,188,0,12,0,0,0,161,0.08142493638676845,0.47837150127226463,0.0,0.030534351145038167,0.0,0.0,0.0,0.40966921119592875
99,81,0,5,0,6,0,0,46,24,0.0,0.06172839506172839,0.0,0.07407407407407407,0.0,0.0,0.5679012345679012,0.2962962962962963
