client_id,client_size,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7
21,89,1,0,0,0,0,8,1,79,0.011235955056179775,0.0,0.0,0.0,0.0,0.0898876404494382,0.011235955056179775,0.8876404494382022
22,136,0,53,63,2,18,0,0,0,0.0,0.3897058823529412,0.4632352941176471,0.014705882352941176,0.1323529411764706,0.0,0.0,0.0
23,192,0,0,0,48,0,0,144,0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0
24,156,0,0,117,3,0,0,2,34,0.0,0.0,0.75,0.019230769230769232,0.0,0.0,0.01282051282051282,0.21794871794871795
25,100,0,43,56,1,0,0,0,0,0.0,0.43,0.56,0.01,0.0,0.0,0.0,0.0
26,71,0,0,0,0,0,0,21,50,0.0,0.0,0.0,0.0,0.0,0.0,0.29577464788732394,0.704225352112676
27,134,0,18,0,2,114,0,0,0,0.0,0.13432835820895522,0.0,0.014925373134328358,0.8507462686567164,0.0,0.0,0.0
28,118,0,81,0,0,0,0,0,37,0.0,0.6864406779661016,0.0,0.0,0.0,0.0,0.0,0.3135593220338983
29,118,0,0,0,0,0,0,0,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,114,74,0,0,16,0,0,20,4,0.6491228070175439,0.0,0.0,0.14035087719298245,0.0,0.0,0.17543859649122806,0.03508771929824561
31,70,0,21,0,0,0,0,0,49,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7
32,75,0,0,0,75,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,259,0,0,0,258,0,0,0,1,0.0,0.0,0.0,0.9961389961389961,0.0,0.0,0.0,0.003861003861003861
34,70,48,0,0,22,0,0,0,0,0.6857142857142857,0.0,0.0,0.3142857142857143,0.0,0.0,0.0,0.0
35,81,0,2,0,2,0,0,2,75,0.0,0.024691358024691357,0.0,0.024691358024691357,0.0,0.0,0.024691358024691357,0.9259259259259259
36,109,0,35,0,70,0,0,4,0,0.0,0.3211009174311927,0.0,0.6422018348623854,0.0,0.0,0.03669724770642202,0.0
37,152,0,0,0,7,0,0,131,14,0.0,0.0,0.0,0.046052631578947366,0.0,0.0,0.8618421052631579,0.09210526315789473
38,234,0,0,82,0,152,0,0,0,0.0,0.0,0.3504273504273504,0.0,0.6495726495726496,0.0,0.0,0.0
39,70,0,29,0,15,0,0,0,26,0.0,0.4142857142857143,0.0,0.21428571428571427,0.0,0.0,0.0,0.37142857142857144
40,154,0,133,0,0,0,0,0,21,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.13636363636363635
41,74,0,74,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,75,0,39,0,35,0,0,0,1,0.0,0.52,0.0,0.4666666666666667,0.0,0.0,0.0,0.013333333333333334
43,98,71,0,27,0,0,0,0,0,0.7244897959183674,0.0,0.2755102040816326,0.0,0.0,0.0,0.0,0.0
44,82,0,0,35,0,47,0,0,0,0.0,0.0,0.4268292682926829,0.0,0.573170731707317,0.0,0.0,0.0
45,72,1,0,52,0,0,0,19,0,0.013888888888888888,0.0,0.7222222222222222,0.0,0.0,0.0,0.2638888888888889,0.0
46,337,314,0,0,23,0,0,0,0,0.9317507418397626,0.0,0.0,0.06824925816023739,0.0,0.0,0.0,0.0
47,80,0,71,0,0,0,0,0,9,0.0,0.8875,0.0,0.0,0.0,0.0,0.0,0.1125
48,195,60,123,0,2,0,0,10,0,0.3076923076923077,0.6307692307692307,0.0,0.010256410256410256,0.0,0.0,0.05128205128205128,0.0
49,97,0,0,0,3,0,0,56,38,0.0,0.0,0.0,0.030927835051546393,0.0,0.0,0.5773195876288659,0.3917525773195876
50,71,0,24,0,47,0,0,0,0,0.0,0.3380281690140845,0.0,0.6619718309859155,0.0,0.0,0.0,0.0
51,82,0,0,0,3,0,0,76,3,0.0,0.0,0.0,0.036585365853658534,0.0,0.0,0.926829268292683,0.036585365853658534
52,74,0,0,0,0,0,0,1,73,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.9864864864864865
53,172,76,0,0,0,0,0,46,50,0.4418604651162791,0.0,0.0,0.0,0.0,0.0,0.26744186046511625,0.29069767441860467
54,130,1,0,0,106,0,0,0,23,0.007692307692307693,0.0,0.0,0.8153846153846154,0.0,0.0,0.0,0.17692307692307693
55,71,0,1,0,70,0,0,0,0,0.0,0.014084507042253521,0.0,0.9859154929577465,0.0,0.0,0.0,0.0
56,70,0,0,1,0,0,63,6,0,0.0,0.0,0.014285714285714285,0.0,0.0,0.9,0.08571428571428572,0.0
57,86,43,0,0,0,0,0,43,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
58,73,0,70,0,0,0,0,0,3,0.0,0.958904109589041,0.0,0.0,0.0,0.0,0.0,0.0410958904109589
59,75,0,51,0,0,24,0,0,0,0.0,0.68,0.0,0.0,0.32,0.0,0.0,0.0
60,127,0,0,0,1,0,0,126,0,0.0,0.0,0.0,0.007874015748031496,0.0,0.0,0.9921259842519685,0.0
61,523,0,2,0,0,5,515,0,1,0.0,0.0038240917782026767,0.0,0.0,0.009560229445506692,0.9847036328871893,0.0,0.0019120458891013384
62,180,0,15,0,158,0,0,0,7,0.0,0.08333333333333333,0.0,0.8777777777777778,0.0,0.0,0.0,0.03888888888888889
63,99,0,0,0,0,0,0,1,98,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.98989898989899
64,376,0,33,0,7,224,0,112,0,0.0,0.08776595744680851,0.0,0.018617021276595744,0.5957446808510638,0.0,0.2978723404255319,0.0
65,97,6,0,0,0,0,0,82,9,0.061855670103092786,0.0,0.0,0.0,0.0,0.0,0.845360824742268,0.09278350515463918
66,89,0,1,0,0,0,0,88,0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.9887640449438202,0.0
67,225,0,0,0,100,0,0,0,125,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556
68,74,0,29,0,0,0,0,1,44,0.0,0.3918918918918919,0.0,0.0,0.0,0.0,0.013513513513513514,0.5945945945945946
69,74,0,14,0,0,60,0,0,0,0.0,0.1891891891891892,0.0,0.0,0.8108108108108109,0.0,0.0,0.0
70,79,0,15,0,64,0,0,0,0,0.0,0.189873417721519,0.0,0.810126582278481,0.0,0.0,0.0,0.0
71,150,0,145,0,0,0,0,4,1,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.02666666666666667,0.006666666666666667
72,72,0,0,0,72,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,75,0,25,0,0,50,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
74,107,0,59,0,0,0,0,16,32,0.0,0.5514018691588785,0.0,0.0,0.0,0.0,0.14953271028037382,0.29906542056074764
75,229,0,143,0,42,0,0,0,44,0.0,0.6244541484716157,0.0,0.18340611353711792,0.0,0.0,0.0,0.19213973799126638
76,90,0,45,0,0,0,0,20,25,0.0,0.5,0.0,0.0,0.0,0.0,0.2222222222222222,0.2777777777777778
77,78,75,0,0,3,0,0,0,0,0.9615384615384616,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
78,76,0,43,0,17,16,0,0,0,0.0,0.5657894736842105,0.0,0.2236842105263158,0.21052631578947367,0.0,0.0,0.0
79,71,0,7,0,1,0,0,0,63,0.0,0.09859154929577464,0.0,0.014084507042253521,0.0,0.0,0.0,0.8873239436619719
80,99,0,0,0,0,0,14,30,55,0.0,0.0,0.0,0.0,0.0,0.1414141414141414,0.30303030303030304,0.5555555555555556
81,295,0,0,0,224,0,0,71,0,0.0,0.0,0.0,0.7593220338983051,0.0,0.0,0.24067796610169492,0.0
82,112,0,100,0,12,0,0,0,0,0.0,0.8928571428571429,0.0,0.10714285714285714,0.0,0.0,0.0,0.0
83,186,0,12,0,172,0,0,2,0,0.0,0.06451612903225806,0.0,0.9247311827956989,0.0,0.0,0.010752688172043012,0.0
84,178,158,0,1,19,0,0,0,0,0.8876404494382022,0.0,0.0056179775280898875,0.10674157303370786,0.0,0.0,0.0,0.0
85,383,0,0,0,8,0,366,0,9,0.0,0.0,0.0,0.020887728459530026,0.0,0.9556135770234987,0.0,0.02349869451697128
86,72,0,12,0,0,60,0,0,0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0
87,73,0,0,0,65,0,0,0,8,0.0,0.0,0.0,0.8904109589041096,0.0,0.0,0.0,0.1095890410958904
88,137,0,0,2,0,0,0,135,0,0.0,0.0,0.014598540145985401,0.0,0.0,0.0,0.9854014598540146,0.0
89,75,0,40,0,3,0,0,0,32,0.0,0.5333333333333333,0.0,0.04,0.0,0.0,0.0,0.4266666666666667
90,182,0,92,0,0,0,0,90,0,0.0,0.5054945054945055,0.0,0.0,0.0,0.0,0.4945054945054945,0.0
91,70,0,12,0,0,0,0,4,54,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.05714285714285714,0.7714285714285715
92,75,0,0,0,0,0,10,57,8,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.76,0.10666666666666667
93,71,0,51,0,0,0,0,1,19,0.0,0.7183098591549296,0.0,0.0,0.0,0.0,0.014084507042253521,0.2676056338028169
94,146,0,24,0,0,0,0,0,122,0.0,0.1643835616438356,0.0,0.0,0.0,0.0,0.0,0.8356164383561644
95,77,10,0,0,67,0,0,0,0,0.12987012987012986,0.0,0.0,0.8701298701298701,0.0,0.0,0.0,0.0
96,153,1,0,0,0,0,0,0,152,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.9934640522875817
97,74,0,51,0,0,0,0,23,0,0.0,0.6891891891891891,0.0,0.0,0.0,0.0,0.3108108108108108,0.0
98,393,0,377,0,0,0,0,6,10,0.0,0.9592875318066157,0.0,0.0,0.0,0.0,0.015267175572519083,0.02544529262086514
99,81,0,1,53,0,0,10,17,0,0.0,0.012345679012345678,0.654320987654321,0.0,0.0,0.12345679012345678,0.20987654320987653,0.0
