client_id,client_size,count_akiec,count_bcc,count_bkl,count_df,count_mel,count_nv,count_vasc,prop_akiec,prop_bcc,prop_bkl,prop_df,prop_mel,prop_nv,prop_vasc
16,51,0,0,9,0,0,42,0,0.0,0.0,0.17647058823529413,0.0,0.0,0.8235294117647058,0.0
17,53,0,0,14,0,0,39,0,0.0,0.0,0.2641509433962264,0.0,0.0,0.7358490566037735,0.0
18,69,2,10,45,0,1,11,0,0.028985507246376812,0.14492753623188406,0.6521739130434783,0.0,0.014492753623188406,0.15942028985507245,0.0
19,109,0,0,0,0,51,58,0,0.0,0.0,0.0,0.0,0.46788990825688076,0.5321100917431193,0.0
20,135,0,0,0,0,0,135,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,59,0,0,0,0,0,59,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,105,0,0,0,0,11,94,0,0.0,0.0,0.0,0.0,0.10476190476190476,0.8952380952380953,0.0
23,114,0,6,5,0,5,98,0,0.0,0.05263157894736842,0.043859649122807015,0.0,0.043859649122807015,0.8596491228070176,0.0
24,101,0,0,22,0,19,60,0,0.0,0.0,0.21782178217821782,0.0,0.18811881188118812,0.594059405940594,0.0
25,64,21,24,1,0,0,18,0,0.328125,0.375,0.015625,0.0,0.0,0.28125,0.0
26,50,10,27,0,9,4,0,0,0.2,0.54,0.0,0.18,0.08,0.0,0.0
27,93,0,0,0,0,21,72,0,0.0,0.0,0.0,0.0,0.22580645161290322,0.7741935483870968,0.0
28,73,0,0,21,0,0,52,0,0.0,0.0,0.2876712328767123,0.0,0.0,0.7123287671232876,0.0
29,83,0,0,0,0,0,83,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,80,0,0,0,0,0,80,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,50,0,0,2,0,0,48,0,0.0,0.0,0.04,0.0,0.0,0.96,0.0
32,53,0,0,31,0,6,16,0,0.0,0.0,0.5849056603773585,0.0,0.11320754716981132,0.3018867924528302,0.0
33,158,0,0,67,0,68,23,0,0.0,0.0,0.4240506329113924,0.0,0.43037974683544306,0.14556962025316456,0.0
34,51,22,11,1,0,3,14,0,0.43137254901960786,0.21568627450980393,0.0196078431372549,0.0,0.058823529411764705,0.27450980392156865,0.0
35,53,0,0,0,0,0,53,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,73,5,10,1,0,0,48,9,0.0684931506849315,0.136986301369863,0.0136986301369863,0.0,0.0,0.6575342465753424,0.1232876712328767
37,95,9,4,0,0,57,25,0,0.09473684210526316,0.042105263157894736,0.0,0.0,0.6,0.2631578947368421,0.0
38,124,29,0,20,0,0,75,0,0.23387096774193547,0.0,0.16129032258064516,0.0,0.0,0.6048387096774194,0.0
39,50,0,0,7,0,0,43,0,0.0,0.0,0.14,0.0,0.0,0.86,0.0
40,108,0,0,49,0,9,50,0,0.0,0.0,0.4537037037037037,0.0,0.08333333333333333,0.46296296296296297,0.0
41,50,0,0,0,0,0,50,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,53,0,19,3,0,2,29,0,0.0,0.3584905660377358,0.05660377358490566,0.0,0.03773584905660377,0.5471698113207547,0.0
43,61,0,16,1,0,5,39,0,0.0,0.26229508196721313,0.01639344262295082,0.0,0.08196721311475409,0.639344262295082,0.0
44,62,0,0,3,0,0,59,0,0.0,0.0,0.04838709677419355,0.0,0.0,0.9516129032258065,0.0
45,50,27,0,17,0,0,6,0,0.54,0.0,0.34,0.0,0.0,0.12,0.0
46,233,0,0,38,0,19,176,0,0.0,0.0,0.1630901287553648,0.0,0.0815450643776824,0.7553648068669528,0.0
47,58,0,0,0,0,29,29,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
48,117,0,0,0,0,0,117,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,67,0,0,3,0,8,56,0,0.0,0.0,0.04477611940298507,0.0,0.11940298507462686,0.835820895522388,0.0
50,52,0,0,0,0,2,50,0,0.0,0.0,0.0,0.0,0.038461538461538464,0.9615384615384616,0.0
51,58,0,9,14,0,17,18,0,0.0,0.15517241379310345,0.2413793103448276,0.0,0.29310344827586204,0.3103448275862069,0.0
52,52,0,0,0,0,0,52,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,112,0,0,32,0,1,79,0,0.0,0.0,0.2857142857142857,0.0,0.008928571428571428,0.7053571428571429,0.0
54,75,0,0,0,0,36,39,0,0.0,0.0,0.0,0.0,0.48,0.52,0.0
55,50,26,14,3,0,2,5,0,0.52,0.28,0.06,0.0,0.04,0.1,0.0
56,50,0,0,28,0,1,21,0,0.0,0.0,0.56,0.0,0.02,0.42,0.0
57,58,0,0,0,0,0,58,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,50,0,0,3,0,9,38,0,0.0,0.0,0.06,0.0,0.18,0.76,0.0
59,53,0,0,3,0,8,42,0,0.0,0.0,0.05660377358490566,0.0,0.1509433962264151,0.7924528301886793,0.0
60,79,0,0,1,0,40,38,0,0.0,0.0,0.012658227848101266,0.0,0.5063291139240507,0.4810126582278481,0.0
61,342,0,0,72,0,117,153,0,0.0,0.0,0.21052631578947367,0.0,0.34210526315789475,0.4473684210526316,0.0
62,123,56,26,0,37,4,0,0,0.45528455284552843,0.21138211382113822,0.0,0.3008130081300813,0.032520325203252036,0.0,0.0
63,75,0,0,0,0,0,75,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,257,0,0,0,0,1,256,0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.9961089494163424,0.0
65,67,0,0,4,0,0,63,0,0.0,0.0,0.05970149253731343,0.0,0.0,0.9402985074626866,0.0
66,61,0,0,0,0,14,47,0,0.0,0.0,0.0,0.0,0.22950819672131148,0.7704918032786885,0.0
67,134,0,0,7,0,10,117,0,0.0,0.0,0.05223880597014925,0.0,0.07462686567164178,0.8731343283582089,0.0
68,53,0,0,0,0,13,40,0,0.0,0.0,0.0,0.0,0.24528301886792453,0.7547169811320755,0.0
69,50,0,0,0,0,16,34,0,0.0,0.0,0.0,0.0,0.32,0.68,0.0
70,57,0,0,0,0,0,57,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,98,0,43,0,0,3,52,0,0.0,0.4387755102040816,0.0,0.0,0.030612244897959183,0.5306122448979592,0.0
72,50,0,0,3,0,0,47,0,0.0,0.0,0.06,0.0,0.0,0.94,0.0
73,58,0,0,0,0,0,58,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,71,0,0,0,0,0,71,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,161,0,0,0,0,9,152,0,0.0,0.0,0.0,0.0,0.055900621118012424,0.9440993788819876,0.0
76,59,0,0,33,0,0,26,0,0.0,0.0,0.559322033898305,0.0,0.0,0.4406779661016949,0.0
77,59,0,0,35,0,5,19,0,0.0,0.0,0.5932203389830508,0.0,0.0847457627118644,0.3220338983050847,0.0
78,57,0,0,10,0,1,46,0,0.0,0.0,0.17543859649122806,0.0,0.017543859649122806,0.8070175438596491,0.0
79,55,0,0,0,0,19,36,0,0.0,0.0,0.0,0.0,0.34545454545454546,0.6545454545454545,0.0
80,63,0,0,11,0,22,30,0,0.0,0.0,0.1746031746031746,0.0,0.3492063492063492,0.47619047619047616,0.0
81,164,0,0,25,0,0,139,0,0.0,0.0,0.1524390243902439,0.0,0.0,0.8475609756097561,0.0
82,75,0,0,0,0,0,75,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,115,0,0,42,0,48,25,0,0.0,0.0,0.3652173913043478,0.0,0.41739130434782606,0.21739130434782608,0.0
84,105,18,25,43,2,5,12,0,0.17142857142857143,0.23809523809523808,0.4095238095238095,0.01904761904761905,0.047619047619047616,0.11428571428571428,0.0
85,257,0,0,84,0,0,173,0,0.0,0.0,0.32684824902723736,0.0,0.0,0.6731517509727627,0.0
86,52,0,0,0,0,10,42,0,0.0,0.0,0.0,0.0,0.19230769230769232,0.8076923076923077,0.0
87,52,0,0,0,0,0,52,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,84,0,45,12,0,5,22,0,0.0,0.5357142857142857,0.14285714285714285,0.0,0.05952380952380952,0.2619047619047619,0.0
89,51,0,0,0,0,19,32,0,0.0,0.0,0.0,0.0,0.37254901960784315,0.6274509803921569,0.0
90,118,41,0,9,0,4,64,0,0.3474576271186441,0.0,0.07627118644067797,0.0,0.03389830508474576,0.5423728813559322,0.0
91,50,0,0,0,0,8,42,0,0.0,0.0,0.0,0.0,0.16,0.84,0.0
92,51,0,0,0,0,0,51,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,51,0,47,0,0,1,3,0,0.0,0.9215686274509803,0.0,0.0,0.0196078431372549,0.058823529411764705,0.0
94,105,0,34,1,0,15,55,0,0.0,0.3238095238095238,0.009523809523809525,0.0,0.14285714285714285,0.5238095238095238,0.0
95,52,0,0,0,0,0,52,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,117,0,0,0,0,0,117,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,51,13,4,2,19,1,0,12,0.2549019607843137,0.0784313725490196,0.0392156862745098,0.37254901960784315,0.0196078431372549,0.0,0.23529411764705882
98,223,0,0,3,0,33,187,0,0.0,0.0,0.013452914798206279,0.0,0.14798206278026907,0.8385650224215246,0.0
99,59,0,0,0,0,9,50,0,0.0,0.0,0.0,0.0,0.15254237288135594,0.847457627118644,0.0
